slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
band,,!offer:band,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/band-protocol-oracle)""]",mainnet,,,,,,,,,,,,
pyth,,!offer:pyth,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/pyth-oracle)""]",mainnet,,,,,,,,,,,,
