slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
cronos-safe-mainnet,,!offer:cronos-safe,"[""[Website](https://cronos-safe.org/)"",""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/cronos-safe-multi-sig)""]",,,,,,,
crypto-com-ai-agent-sdk-mainnet,,!offer:crypto-com-ai-agent-sdk,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/crypto.com-ai-agent-sdk-ai)""]",,,,,,,
secret-network-ccl-mainnet,,!offer:secret-network-ccl,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/secret-network-computing)""]",,,,,,,
txsync-tsuko-testnet,,!offer:txsync-tsuko,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/txsync-paymaster)""]",,,,,,,
zyfi-paymaster-mainnet,,!offer:zyfi-paymaster,"[""[Docs](https://docs-zkevm.cronos.com/for-developers/developer-tools/zyfi-paymaster)""]",,,,,,,
