slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
lens-explorer-mainnet,,!offer:lens-network,"[""[Explore](https://explorer.lens.xyz/)"",""[Docs](https://lens.xyz/docs/chain/overview)""]",mainnet,,,,,,,,,,,
lens-explorer-testnet,,!offer:lens-network,"[""[Explore](https://explorer.testnet.lens.xyz/)"",""[Docs](https://lens.xyz/docs/chain/overview)""]",testnet,,,,,,,,,,,
