slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
blockscout-mainnet,,!offer:blockscout,"[""[Explore](https://blockscout.lisk.com/)"",""[Docs](https://docs.blockscout.com/)""]",mainnet,,,,,,,,,,,
blockscout-testnet,,!offer:blockscout,"[""[Explore](https://sepolia-blockscout.lisk.com/)"",""[Docs](https://docs.blockscout.com/)""]",testnet,,,,,,,,,,,
