slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
api3-mainnet,,!offer:api3,"[""[Docs](https://market.api3.org/unichain)""]",mainnet,,,,,,,,,,,,
api3-sepolia,,!offer:api3,"[""[Docs](https://market.api3.org/unichain-sepolia-testnet)""]",testnet,,,,,,,,,,,,
chronicle-mainnet,,!offer:chronicle,"[""[Docs](https://chroniclelabs.org/dashboard/oracle/USDT/USD#blockchain=UNICHAIN&contract=0x8E947Ea7D5881Cd600Ace95F1201825F8C708844)""]",mainnet,,,,,,,,,,,,
chronicle-sepolia,,!offer:chronicle,"[""[Docs](https://chroniclelabs.org/dashboard/oracle/USDT/USD#testnet=true&blockchain=UNICHAIN-SEP&txn=0x00001215e8f9c3c4a3294df2b7f625160a7b114bc40539004a9b4f76a33f1e16&contract=0x9b2305fE37E7d58A9578cdcd3E21693539c6c4be)""]",testnet,,,,,,,,,,,,
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/evm#mainnets)""]",mainnet,,,,,,,,,,,,
pyth-sepolia,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/evm#testnets)""]",testnet,,,,,,,,,,,,
redstone-mainnet,,!offer:redstone,"[""[Docs](https://app.redstone.finance/push-feeds?size=32&networks=unichain)""]",mainnet,,,,,,,,,,,,
redstone-sepolia,,!offer:redstone,"[""[Docs](https://app.redstone.finance/push-feeds?size=32&networks=unichain&testnets=true)""]",testnet,,,,,,,,,,,,
