slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
injective-testnet-faucet,,!offer:injective-testnet-faucet,,testnet,,,,,,,,,
