slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
dedot,,!offer:dedot,,,,,,,,,,,,,,,
polkadart,,!offer:polkadart,,,,,,,,,,,,,,,
polkadot-api,,!offer:polkadot-api,,,,,,,,,,,,,,,
polkadot-js-api,,!offer:polkadot-js-api,,,,,,,,,,,,,,,
subxt,,!offer:subxt,,,,,,,,,,,,,,,
