slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
polkadot-js,,!offer:polkadot-js,"[""[Explore](https://polkadot.js.org/apps/#/explorer)""]",mainnet,,,,,,,,,,,
subscan,,!offer:subscan,"[""[Explore](https://polkadot.subscan.io/)""]",mainnet,,,,,,,,,,,
