slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.eclipse.xyz/developers/oracles/pyth-network)""]",mainnet,,,,,,,,,,,,
switchboard-mainnet,,!offer:switchboard,"[""[Docs](https://docs.eclipse.xyz/developers/oracles/switchboard)""]",mainnet,,,,,,,,,,,,
