slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
alchemy-mainnet-free-recent-state,,!offer:alchemy-free-recent-state,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/rpc/alchemy)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
alchemy-mainnet-pay-as-you-go-recent-state,,!offer:alchemy-pay-as-you-go-recent-state,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/rpc/alchemy)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
alchemy-testnet-free-recent-state,,!offer:alchemy-free-recent-state,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/rpc/alchemy)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
alchemy-testnet-pay-as-you-go-recent-state,,!offer:alchemy-pay-as-you-go-recent-state,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/rpc/alchemy)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
pharos-mainnet-public-rpc,,!offer:pharos-public-rpc,"[""[Docs](https://docs.pharos.xyz/getting-started/network/pacific-mainnet)""]",,,,,,mainnet,,,,,,,,,,,https://rpc.pharos.xyz,,,,,,,,
pharos-testnet-public-rpc,,!offer:pharos-public-rpc,"[""[Docs](https://docs.pharos.xyz/getting-started/network/atlantic-testnet)""]",,,,,,testnet,,,,,,,,,,,https://atlantic.dplabs-internal.com,,,,,,,,
