slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/oracles/chainlink-pe)""]",mainnet,,,,,,,,,,,,
chainlink-testnet,,!offer:chainlink,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/oracles/chainlink-pe)""]",testnet,,,,,,,,,,,,
supra-mainnet,,!offer:supra,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/oracles/supra)""]",mainnet,,,,,,,,,,,,
supra-testnet,,!offer:supra,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/oracles/supra)""]",testnet,,,,,,,,,,,,
