slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
fordefi,,!offer:fordefi,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/wallets/fordefi)""]",,,,,,,,,,,,,,,,,,
safe-gnosis,,!offer:safe-gnosis,"[""[Docs](https://docs.pharos.xyz/tooling-and-infrastructure/wallets/safe)""]",,,,,,,,,,,,,,,,,,
