slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag
blockdaemon-testnet-growth-recent-state,,!offer:blockdaemon-growth-recent-state,"[""[Docs](https://docs.blockdaemon.com/docs/dogecoin)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
blockdaemon-testnet-starter-full-archive,,!offer:blockdaemon-starter-full-archive,"[""[Docs](https://docs.blockdaemon.com/docs/dogecoin)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
blockdaemon-testnet-starter-recent-state,,!offer:blockdaemon-starter-recent-state,"[""[Docs](https://docs.blockdaemon.com/docs/dogecoin)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet=dedicated-full-archive,,!offer:crypto-apis-dedicated-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-dedicated-recent-state,,!offer:crypto-apis-dedicated-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-free-full-archive,,!offer:crypto-apis-free-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-free-recent-state,,!offer:crypto-apis-free-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-pro-full-archive,,!offer:crypto-apis-pro-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-pro-recent-state,,!offer:crypto-apis-pro-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-scale-full-archive,,!offer:crypto-apis-scale-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-scale-recent-state,,!offer:crypto-apis-scale-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-starter-full-archive,,!offer:crypto-apis-starter-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-mainnet-starter-recent-state,,!offer:crypto-apis-starter-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet=dedicated-full-archive,,!offer:crypto-apis-dedicated-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-dedicated-recent-state,,!offer:crypto-apis-dedicated-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-free-full-archive,,!offer:crypto-apis-free-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-free-recent-state,,!offer:crypto-apis-free-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-pro-full-archive,,!offer:crypto-apis-pro-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-pro-recent-state,,!offer:crypto-apis-pro-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-scale-full-archive,,!offer:crypto-apis-scale-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-scale-recent-state,,!offer:crypto-apis-scale-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-starter-full-archive,,!offer:crypto-apis-starter-full-archive,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
crypto-apis-testnet-starter-recent-state,,!offer:crypto-apis-starter-recent-state,"[""[Docs](https://cryptoapis.io/blog/17-dogecoin-api-and-its-usage)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-advanced-full-archive,,!offer:getblock-advanced-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-full-archive,,!offer:getblock-dedicated-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-pro-full-archive,,!offer:getblock-pro-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-starter-full-archive,,!offer:getblock-starter-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-advanced-full-archive,,!offer:getblock-advanced-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-dedicated-full-archive,,!offer:getblock-dedicated-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-pro-full-archive,,!offer:getblock-pro-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-starter-full-archive,,!offer:getblock-starter-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/dogecoin-doge/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Docs](https://nownodes.gitbook.io/doge-dogecoin)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
