slug,provider,plan,nodeType,chain,accessPrice,queryPrice,uptimeSla,bandwidthSla,blocksBehindSla,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,starred,actionButtons,address
1rpc-free-full-archive-mainnet,1rpc,Free,Full Archive,mainnet,,,,,,FALSE,,,,,,,,,FALSE,,
