slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,"[""[Docs](https://docs.chain.link/data-feeds/price-feeds/addresses?network=hyperliquid-mainnet)""]",mainnet,,,,,,,,,,,,
redstone-mainnet,,!offer:redstone,"[""[Docs](https://app.redstone.finance/push-feeds?size=32&networks=999,998,hyperevm,hyperliquid&testnets=true)""]",mainnet,,,,,,,,,,,,
