slug,provider,offer,actionButtons,toolType,tag,price,priceCurrency,priceModel,planName,planType,description,starred
avnu-paymaster-mainnet,,!offer:avnu-paymaster,"[""[Docs](https://docs.starknet.io/learn/cheatsheets/integrations)""]",,,,,,,,,
