slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,"[""[Docs](https://docs.chain.link/data-feeds/starknet)"", ""[Starknet Integrations](https://docs.starknet.io/learn/cheatsheets/integrations)""]",mainnet,,,,,,,,,,,,
chainlink-testnet,,!offer:chainlink,"[""[Docs](https://docs.chain.link/data-feeds/starknet)"", ""[Starknet Integrations](https://docs.starknet.io/learn/cheatsheets/integrations)""]",testnet,,,,,,,,,,,,
pragma-mainnet,Pragma,,"[""[Docs](https://docs.pragma.build/starknet/)"", ""[Starknet Integrations](https://docs.starknet.io/learn/cheatsheets/integrations)""]",mainnet,Decentralized Oracle,FALSE,"[""Price Feeds""]",,,,,,,,,
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/use-real-time-data/starknet/)"", ""[Starknet Integrations](https://docs.starknet.io/learn/cheatsheets/integrations)""]",mainnet,,,,,,,,,,,,
pyth-testnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/use-real-time-data/starknet/)"", ""[Starknet Integrations](https://docs.starknet.io/learn/cheatsheets/integrations)""]",testnet,,,,,,,,,,,,
