slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag,claimRequirements,networkSupportBasis
starknet-foundation-testnet-faucet,,!offer:starknet-foundation-faucet,,testnet,,,,,,,,,,,
