slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
forc,,!offer:forc,,,,,,,,,,,,,,,
fuel-rust-sdk,,!offer:fuel-rust-sdk,,,,,,,,,,,,,,,
fuel-ts-sdk,,!offer:fuel-ts-sdk,,,,,,,,,,,,,,,
sway,,!offer:sway,,,,,,,,,,,,,,,
