slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/fuel)""]",mainnet,,,,,,,,,,,,
pyth-testnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/fuel)""]",testnet,,,,,,,,,,,,
stork-mainnet,,!offer:stork,"[""[Docs](https://docs.stork.network/resources/contract-addresses/fuel)""]",mainnet,,,,,,,,,,,,
stork-testnet,,!offer:stork,"[""[Docs](https://docs.stork.network/resources/contract-addresses/fuel)""]",testnet,,,,,,,,,,,,
