slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
oasis-explorer-mainnet,,!offer:oasis-explorer,"[""[Explore](https://explorer.oasis.io/mainnet/sapphire)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",mainnet,,,,,,,,,,,
oasis-explorer-testnet,,!offer:oasis-explorer,"[""[Explore](https://explorer.oasis.io/testnet/sapphire)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",testnet,,,,,,,,,,,
