slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
metamask,,!offer:metamask,"[""[Docs](https://docs.oasis.io/general/manage-tokens/)""]",,,,,,,,,,,,,,,,,,
oasis-rose-wallet-browser-extension,,!offer:oasis-rose-wallet-browser-extension,"[""[Docs](https://docs.oasis.io/general/manage-tokens/)""]",,,,,,,,,,,,,,,,,,
oasis-rose-wallet-web,,!offer:oasis-rose-wallet-web,"[""[Docs](https://docs.oasis.io/general/manage-tokens/)""]",,,,,,,,,,,,,,,,,,
