slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
oasis-abi-playground,,!offer:oasis-abi-playground,"[""[Docs](https://docs.oasis.io/build/tools/abi-playground/)""]",,,,,,,
oasis-ai-assisted-development,,!offer:oasis-ai-assisted-development,"[""[Docs](https://docs.oasis.io/build/tools/llms/)""]",,,,,,,
oasis-contract-verification,,!offer:oasis-contract-verification,"[""[Docs](https://docs.oasis.io/build/tools/verification/)""]",,,,,,,
oasis-localnet,,!offer:oasis-localnet,"[""[Docs](https://docs.oasis.io/build/tools/localnet/)""]",,,,,,,
remix,,!offer:remix,"[""[Docs](https://docs.oasis.io/build/tools/remix/)""]",,,,,,,
