slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
moonscan-mainnet,,!offer:etherscan,"[""[Explore](https://moonriver.moonscan.io/)""]",mainnet,,,,,,,,,,,
polkadot-js-mainnet,,!offer:polkadot-js,"[""[Explore](https://polkadot.js.org/apps/?rpc=wss://wss.api.moonriver.moonbeam.network#/explorer)""]",mainnet,,,,,,,,,,,
subscan-mainnet,,!offer:subscan,"[""[Explore](https://moonriver.subscan.io/)""]",mainnet,,,,,,,,,,,
