slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/neo-neo/neo-neo/blockchain-rpcs/getblock)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/neo-neo/neo-neo/blockchain-rpcs/getblock)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/neo-neo/neo-neo/blockchain-rpcs/getblock)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/neo-blockchain-neo)"",""[Docs](https://nownodes.gitbook.io/neo-neo/neo-neo/blockchain-rpcs/getblock)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/neo-neo/neo-neo/blockchain-rpcs/getblock)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
