slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
morph-mainnet-socialscan,,!offer:etherscan,"[""[Explore](https://morphl2.socialscan.io/)""]",mainnet,,,,,,,,,,,
morph-testnet-socialscan,,!offer:etherscan,"[""[Explore](https://morphl2-testnet.socialscan.io/)""]",testnet,,,,,,,,,,,
