slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
axelar-amplifier,,!offer:axelar-amplifier,,,,,,,,
axelar-gas-service,,!offer:axelar-gas-service,,,,,,,,
axelar-general-message-passing,,!offer:axelar-general-message-passing,,,,,,,,
axelar-interchain-token-service,,!offer:axelar-interchain-token-service,,,,,,,,
axelar-mobius-development-stack,,!offer:axelar-mobius-development-stack,,,,,,,,
