slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
atomscan-mainnet,,!offer:atomscan,"[""[Explore](https://atomscan.com/axelar)""]",mainnet,,,,,,,,,,,
axelarscan,,!offer:axelarscan,,mainnet,,,,,,,,,,,
axelarscan-testnet,,!offer:axelarscan,"[""[Explore](https://testnet.axelarscan.io)""]",testnet,,,,,,,,,,,
mintscan-mainnet,,!offer:mintscan,"[""[Explore](https://www.mintscan.io/axelar)""]",mainnet,,,,,,,,,,,
