slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
cosmostation,,!offer:cosmostation,"[""[Axelar guide](https://www.axelar.network/blog/how-to-set-up-cosmostation-wallet-for-axelar-axl-token)""]",,,,,,,,,,,,,,,,,,
keplr,,!offer:keplr,"[""[Axelar docs](https://docs.axelar.dev/resources/keplr/)""]",,,,,,,,,,,,,,,,,,
ledger,,!offer:ledger,"[""[Ledger support](https://support.ledger.com/article/6815783373085-zd)""]",,,,,,,,,,,,,,,,,,
metamask,,!offer:metamask,"[""[Axelar docs](https://docs.axelar.dev/resources/metamask/)""]",,,,,,,,,,,,,,,,,,
trustwallet,,!offer:trustwallet,"[""[Trust Wallet guide](https://trustwallet.com/blog/staking/how-to-stake-axelar-axl-and-earn-rewards-using-trust-wallet)""]",,,,,,,,,,,,,,,,,,
