slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,"[""[Website](https://docs.chain.link/data-feeds/price-feeds/addresses?network=zksync&page=1)""]",mainnet,,,,,,,,,,,,
chronicle-mainnet,,!offer:chronicle,"[""[Dashboard](https://chroniclelabs.org/dashboard)""]",mainnet,,,,,,,,,,,,
dia-mainnet,,!offer:dia,"[""[Docs](https://docs.diadata.org/products/token-price-feeds)""]",mainnet,,,,,,,,,,,,
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds)""]",mainnet,,,,,,,,,,,,
redstone-mainnet,,!offer:redstone,"[""[Docs](https://docs.redstone.finance/docs/introduction)""]",mainnet,,,,,,,,,,,,
