slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
zksync-portal-faucet,Zksync,,"[""[Faucet](https://portal.zksync.io/faucet)""]",testnet,TRUE,FALSE,,$0,,,,FALSE,
