slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
metamask,,!offer:metamask,"[""[Website](https://metamask.io/)""]",,,,,,,,,,,,,,,,,,
okxwallet,,!offer:okxwallet,"[""[Website](https://www.okx.com/web3)""]",,,,,,,,,,,,,,,,,,
rabby,,!offer:rabby,"[""[Website](https://rabby.io/)""]",,,,,,,,,,,,,,,,,,
zerion,,!offer:zerion,"[""[Website](https://zerion.io/)""]",,,,,,,,,,,,,,,,,,
