slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
auro,,!offer:auro,"[""[Wallet](https://www.aurowallet.com/)""]",,,,,,,,,,,"[""MINA""]",,,,,,,
clorio,,!offer:clorio,"[""[Wallet](https://clor.io/)""]",,,,,,,,,,,"[""MINA""]",,,,,,,
ledger,,!offer:ledger,"[""[Mina staking](https://www.ledger.com/coin/staking/mina-protocol)""]",,,,,,,,,,,"[""MINA""]",,,,,,,
