slug	provider	openSource	supportedPlatforms	custodial	mfa	msig	hardware	keyExport	native	evm	tendermint	tokensSupport	staking	price	support	audit	languages	starred	actionButtons
kraken wallet	Kraken Wallet	TRUE	["iOS","Android"]	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	["ERC-20","SPL"]	FALSE	$0 	[]	[]	["EN","FR","ES","DE","ZH","NL", "IT", "PL", "PT"]	TRUE	["[Github](https://github.com/krakenfx/wallet)"]
backpack	Backpack	FALSE	["Browser Extension","iOS","Android"]	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	["ERC-20","SPL", "ERC-721"]	TRUE	 $0.00 	["email","discord", "chatbot"]	[]	["EN"]	FALSE	["[Website](https://backpack.exchange/wallet)"]
solflare	Solflare	FALSE	["Browser Extension","iOS","Android", "webapp"]	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	["SPL"]	TRUE	$0 	["email","discord", "chatbot", "x"]	["Third-party audits"]	["EN","RU","ZH","MALAY", "ID"]	TRUE	["[Doc](https://docs.solflare.com/solflare)"]
stackup	Stackup	FALSE	["Browser Extension","iOS","Android"]	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	["EIP-4337"]	FALSE	 $0.00 	[]	[]	["EN"]	TRUE	["[Doc](https://docs.stackup.fi/docs/stackup-essentials-guide)"]
dapp pocket	Dapp Pocket	FALSE	["Browser Extension","iOS","Android"]	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	["ERC-20", "ERC-721"]	TRUE	$0 	[]	[]	["EN"]	FALSE	["[Website](https://www.dapppocket.io/)"]
ronin wallet	Ronin Wallet	TRUE	["Browser Extension","iOS","Android"]	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	["RRC-20", "RRC-721"]	TRUE	Gas fee	["email","discord", "chatbot", "x"]	["Third-party audits"]	["EN"]	FALSE	["[Website](https://wallet.roninchain.com/)"]
pier wallet	Pier Wallet	FALSE	["Browser Extension","iOS","Android"]	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	["EIP-4337"]	FALSE	 $0.00 	["email","discord"]	[]	["EN"]	FALSE	["[DOC](https://docs.pierwallet.com/)"]
clear evm wallet	Clear EVM Wallet	TRUE	["Browser Extension"]	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	["ERC-20", "ERC-721", "ERC-1155"]	FALSE	 $0.00 	["discord", "x"]	[]	["EN"]	FALSE	["[DOC](https://clear-wallet.flashsoft.eu/)"]
narval	Narval	TRUE	["Browser Extension","iOS","Android"]	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	["ERC-20", "ERC-721"]	FALSE	$0 	["email", "x"]	[]	["EN"]	FALSE	["[Doc](https://docs.narval.xyz/connect/transaction-policy-engine-legacy/open-source)"]
