slug,provider,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,actionButtons
polygon-official-amoy-faucet,Polygon,amoy,FALSE,TRUE,null,0,0.2 AMOY,24h,"[""Official Polygon faucet (Amoy)""]",FALSE,"[""[Get POL](https://faucet.polygon.technology/)""]"
alchemy-amoy-faucet,Alchemy,amoy,FALSE,TRUE,0.001 POL,0,0.05 AMOY,72h,"[""requires a minimum Polygon PoS mainnet balance of 0.001 POL""]",FALSE,"[""[Get POL](https://www.alchemy.com/faucets/polygon-amoy)""]"
quicknode-amoy-faucet,QuickNode,amoy,FALSE,FALSE,0.001 ETH,0,0.05 AMOY,12h,"[""Share a tweet to get 1x bonus""]",FALSE,"[""[Get POL](https://faucet.quicknode.com/polygon)""]"
chainlink-amoy-faucet,Chainlink,amoy,TRUE,TRUE,1 LINK,0,0.5 AMOY,null,"[""Also provides test LINK tokens""]",TRUE,"[""[Get POL](https://faucets.chain.link/polygon-amoy)""]"
