slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
subquery-mainnet-pay-as-you-go-indexer,,!offer:subquery-pay-as-you-go-indexer,"[""[Website](https://subquery.network/indexer/dymension)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/cosmos-dymension.html)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
