slug,provider,chain,dataSources,hasDashboard,availableApis,price,starred,actionButtons
dune,Dune,mainnet,"[""Active deals"", ""Data onboarding"", ""Active users"", ""Users with deals"", ""Network power"", ""Network utilization"", ""Token price"", ""Transactions"", ""Active sectors"", ""Retrievals"", ""SP Locked funds""]",TRUE,,0,FALSE,"[""[Dashboard](http://dune.com/kalen/filecoin-daily-metrics)""]"
messari,Messari,Mainnet,"[""Transaction fees""]",TRUE,,39,FALSE,"[""[Dashboard](https://messari.io/project/filecoin)""]"
starboard,Starboard,mainnet,"[""DeFI Deposits / Borrows"", ""Storage Capacity"", ""Data Utilization Rate"", ""Active Miners"", ""Capacity Added"", ""Sector Onboarding"", ""Sectors Expiration"", ""Capacity Terminated"", ""Storage Power Added"", ""Sectors Added"", ""Faults"", ""Retrieval Success Rate"", ""Block Rewards"", ""Commit Pledge"", ""Active Deals"", ""Deal Duration"", ""Deal Size"", ""Deal Collateral"", ""DataCap"", ""Network Fee"", ""Sealing cost"", ""Deal Publication Cost"", ""Contract Invocation Cost"", ""Gas Usage"", ""Circulating Supply"", ""Contracts"", ""Transactions"", ""Active Users"", ""Accounts"", ""Miner Revenue""]",TRUE,,0,FALSE,"[""[Dashboard](https://dashboard.starboard.ventures/)""]"
statuspage,Status Page,mainnet,"[""Uptime""]",TRUE,,0,FALSE,"[""[Dashboard](https://filecoin.statuspage.io/)""]"
fil-plus-datacap,FilPlus DataCap Stats,mainnet,"[""DataCap Usage"", ""DataCap Allocators"", ""DataCap Clients"", ""Storage Providers"", ""Retrieval Success Rate"", ""Storage provider compliance"", ""Storage Provider Audit""]",TRUE,,0,FALSE,"[""[Dashboard](https://datacapstats.io/about)""]"
cid-checker-mainnet,CID Checker,mainnet,[],FALSE,,0,FALSE,"[""[Dashboard](https://filecoin.tools/)""]"
cid-checker-calibnet,CID Checker,calibnet,"[""Active Deals"", ""Verified Deals""]",FALSE,,0,FALSE,"[""[Dashboard](https://filecoin.tools/)""]"
