slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
0g-faucet-testnet,,!offer:0g-faucet,,testnet,,,,,,,,,
google-cloud-faucet-testnet,,!offer:google-cloud-faucet,,testnet,,,,,,,,,
