slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
fdc-coston,,!offer:fdc,"[""[Docs](https://dev.flare.network/fdc/overview)""]",coston,,,,,,,,,,,,
fdc-coston2,,!offer:fdc,"[""[Docs](https://dev.flare.network/fdc/overview)""]",coston2,,,,,,,,,,,,
fdc-mainnet,,!offer:fdc,"[""[Docs](https://dev.flare.network/fdc/overview)""]",mainnet,,,,,,,,,,,,
fdc-songbird,,!offer:fdc,"[""[Docs](https://dev.flare.network/fdc/overview)""]",songbird,,,,,,,,,,,,
ftso-coston,,!offer:ftso,"[""[Docs](https://dev.flare.network/ftso/overview)""]",coston,,,,,,,,,,,,
ftso-coston2,,!offer:ftso,"[""[Docs](https://dev.flare.network/ftso/overview)""]",coston2,,,,,,,,,,,,
ftso-mainnet,,!offer:ftso,"[""[Docs](https://dev.flare.network/ftso/overview)""]",mainnet,,,,,,,,,,,,
ftso-songbird,,!offer:ftso,"[""[Docs](https://dev.flare.network/ftso/overview)""]",songbird,,,,,,,,,,,,
