slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
evmos-testnet-faucet,,,"[""[Faucet](https://faucet.evmos.dev/)""]",testnet,FALSE,FALSE,,,,,,,FALSE,
