slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
rootstock-faucet,Rootstock,,"[""[Faucet](https://faucet.rootstock.io/)""]",testnet,FALSE,TRUE,,$0,,,"[""Dispenses tRBTC on Rootstock testnet"",""The faucet applies controls that can block requests; the page points users to the Rootstock Discord as an alternative source of test RBTC""]",FALSE,
