slug,provider,offer,actionButtons,kycLevel,paymentMethods,bannedCountries,aggregator,auditsPerformed,deliveryType,tag
bitpanda,,!offer:bitpanda,"[""[Buy](https://www.bitpanda.com/en-gb/prices/multiversx-egld)""]",,,,,,,
crypto-com,,!offer:crypto-com,"[""[Buy](https://crypto.com/us/crypto/buy/multiversx-egld)""]",,,,,,,
moonpay,,!offer:moonpay,"[""[Buy](https://www.moonpay.com/en-gb/buy/egld)""]",,,,,,,
ramp-network,,!offer:ramp-network,"[""[Buy](https://ramp.network/buy)""]",,,,,,,
transak,,!offer:transak,"[""[Buy](https://transak.com/buy/egld)""]",,,,,,,
