slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
multiversx-sdk-dapp,,!offer:multiversx-sdk-dapp,,,,,,,,,,,,,,,
multiversx-sdk-go,,!offer:multiversx-sdk-go,,,,,,,,,,,,,,,
multiversx-sdk-js,,!offer:multiversx-sdk-js,,,,,,,,,,,,,,,
multiversx-sdk-py,,!offer:multiversx-sdk-py,,,,,,,,,,,,,,,
multiversx-sdk-rs,,!offer:multiversx-sdk-rs,,,,,,,,,,,,,,,
