slug,provider,offer,actionButtons,chain,technology,txSpeedSla,throughputSla,openSource,support,supportedChains,starred,availableApis,monitoringAndAnalytics,additionalFeatures,assetTypes,price,economicalSecurity,economicalSecurityNote,auditsPerformed,decentralizationModel,sdk,tag
axelar-mainnet,,!offer:axelar,"[""[Docs](https://docs.multiversx.com/bridge/axelar)""]",mainnet,,,,,,,,,,,,,,,,,,
multiversx-bridge-mainnet,,!offer:multiversx-bridge,,mainnet,,,,,,,,,,,,,,,,,,
