slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
api3-mainnet,,!offer:api3,[Docs](https://docs.merlinchain.io/merlin-docs/developers/builder-guides/developer-tools/oracle),mainnet,,,,,,,,,,,,
pyth-mainnet,,!offer:pyth,[Docs](https://docs.merlinchain.io/merlin-docs/developers/builder-guides/developer-tools/oracle),mainnet,,,,,,,,,,,,
redstone-mainnet,,!offer:redstone,[Docs](https://docs.merlinchain.io/merlin-docs/developers/builder-guides/developer-tools/oracle),mainnet,,,,,,,,,,,,
