slug,chainId,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,authenticationMethods,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla,networkSupportBasis
blockpi-mainnet-free-recent-state,4200,,!offer:blockpi-free-recent-state,"[""[Docs](https://blockpi.io/chain/merlin/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
blockpi-mainnet-pay-as-you-go-recent-state,4200,,!offer:blockpi-pay-as-you-go-recent-state,"[""[Docs](https://blockpi.io/chain/merlin/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
drpc-mainnet-free-recent-state,4200,,!offer:drpc-free-recent-state,"[""[Docs](https://drpc.org/chainlist/merlin-mainnet-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
drpc-mainnet-pay-as-you-go-recent-state,4200,,!offer:drpc-pay-as-you-go-recent-state,"[""[Docs](https://drpc.org/chainlist/merlin-mainnet-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
