slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
api3-mainnet,,!offer:api3-mainnet,,mainnet,first-party-oracle,,,,,,,,,,,
chainlink-mainnet,,!offer:chainlink-mainnet,,mainnet,decentralized,,,,,,,,,,,
dia-mainnet,,!offer:dia-mainnet,,mainnet,oracle,,,,,,,,,,,
pyth-mainnet,,!offer:pyth-mainnet,,mainnet,push-oracle,,,,,,,,,,,
supra-mainnet,,!offer:supra-mainnet,,mainnet,cross-chain-oracle,,,,,,,,,,,
umbrella-mainnet,,!offer:umbrella-mainnet,,mainnet,oracle,,,,,,,,,,,
winr-mainnet,,!offer:winr-mainnet,,mainnet,randomness-oracle,,,,,,,,,,,
witnet-mainnet,,!offer:witnet-mainnet,,mainnet,decentralized,,,,,,,,,,,
