slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
cryptoquant-advanced,,!offer:cryptoquant-advanced,"[""[Dashboard](https://cryptoquant.com/asset/etc/summary)""]",mainnet,,,,,,,,,
cryptoquant-basic,,!offer:cryptoquant-basic,"[""[Dashboard](https://cryptoquant.com/asset/etc/summary)""]",mainnet,,,,,,,,,
cryptoquant-premium,,!offer:cryptoquant-premium,"[""[Dashboard](https://cryptoquant.com/asset/etc/summary)""]",mainnet,,,,,,,,,
cryptoquant-professional,,!offer:cryptoquant-professional,"[""[Dashboard](https://cryptoquant.com/asset/etc/summary)""]",mainnet,,,,,,,,,
tokenmetrics-alpha,,!offer:tokenmetrics-alpha,,mainnet,,,,,,,,,
tokenmetrics-free,,!offer:tokenmetrics-free,,mainnet,,,,,,,,,
tokenmetrics-signal,,!offer:tokenmetrics-signal,,mainnet,,,,,,,,,
tokenmetrics-the-roundable,,!offer:tokenmetrics-the-roundable,,mainnet,,,,,,,,,
