slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
defillama-mainnet,,!offer:defillama,,mainnet,,,,,,,,,
l2beat-mainnet,,!offer:l2beat,"[""Dashboard](https://l2beat.com/scaling/projects/bobanetwork)"]",mainnet,,,,,,,,,
