slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,"[""[Botanix Docs](https://docs.botanixlabs.xyz/botanix/build-applications/tools/oracles)""]",mainnet,decentralized,,,,,,,,,,,
supra-mainnet,,!offer:supra,"[""[Botanix Docs](https://docs.botanixlabs.xyz/botanix/build-applications/tools/oracles)""]",mainnet,cross-chain-oracle,,,,,,,,,,,
