slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
foundry,,!offer:foundry,"[""[Docs](https://docs.oasis.io/build/tools/foundry/)""]",,,,,,,,,,,,,,
hardhat,,!offer:hardhat,"[""[Docs](https://docs.oasis.io/build/sapphire/develop/)""]",,,,,,,,,,,,,,
oasis-sapphire-go-sdk,,!offer:oasis-sapphire-go-sdk,,,,,,,,,,,,,,,
oasis-sapphire-js-sdk,,!offer:oasis-sapphire-js-sdk,,,,,,,,,,,,,,,
oasis-sapphire-python-sdk,,!offer:oasis-sapphire-python-sdk,,,,,,,,,,,,,,,
