slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
ledger,,!offer:ledger,"[""[Docs](https://docs.oasis.io/general/manage-tokens/holding-rose-tokens/ledger-wallet)""]",,,,,,,,,,,,,,,,,,
metamask,,!offer:metamask,"[""[Docs](https://docs.oasis.io/general/manage-tokens/#metamask)""]",,,,,,,,,,,,,,,,,,
oasis-cli,,!offer:oasis-cli-wallet,"[""[Docs](https://docs.oasis.io/build/tools/cli/)""]",,,,,,,,,,,,,,,,,,
rose-wallet-browser-extension,,!offer:rose-wallet-browser-extension,,,,,,,,,,,,,,,,,,,
rose-wallet-web,,!offer:rose-wallet-web,,,,,,,,,,,,,,,,,,,
