slug,provider,offer,actionButtons,chain,technology,txSpeedSla,throughputSla,openSource,support,supportedChains,starred,availableApis,monitoringAndAnalytics,additionalFeatures,assetTypes,price,economicalSecurity,economicalSecurityNote,auditsPerformed,decentralizationModel,sdk,tag
celer-sapphire,,!offer:celer,"[""[Docs](https://docs.oasis.io/build/opl/celer/)""]",sapphire,,,,,,,,,,,,,,,,,,
celer-sapphire-testnet,,!offer:celer,"[""[Docs](https://docs.oasis.io/build/opl/celer/networks)""]",sapphire-testnet,,,,,,,,,,,,,,,,,,
hyperlane-sapphire,,!offer:hyperlane,"[""[Docs](https://docs.oasis.io/build/opl/hyperlane/)""]",sapphire,,,,,,,,,,,,,,,,,,
routerprotocol-sapphire,,!offer:routerprotocol,"[""[Docs](https://docs.oasis.io/build/opl/router-protocol/)""]",sapphire,,,,,,,,,,,,,,,,,,
