slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,starred,additionalNotes,dripLimitAmount,dripLimitPeriod,tag
oasis-sapphire-testnet-faucet,,!offer:oasis-testnet-faucet,"[""[Faucet](https://faucet.testnet.oasis.io/)"", ""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",sapphire-testnet,,,,,,,,,
