slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
oasis-explorer-sapphire,,!offer:oasis-explorer,"[""[Explore](https://explorer.oasis.io/mainnet/sapphire)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",sapphire,,,,,,,,,,,
oasis-explorer-sapphire-testnet,,!offer:oasis-explorer,"[""[Explore](https://explorer.oasis.io/testnet/sapphire)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",sapphire-testnet,,,,,,,,,,,
oasis-scan-sapphire,,!offer:oasis-scan,"[""[Explore](https://www.oasisscan.com/paratimes/000000000000000000000000000000000000000000000000f80306c9858e7279)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",sapphire,,,,,,,,,,,
oasis-scan-sapphire-testnet,,!offer:oasis-scan,"[""[Explore](https://testnet.oasisscan.com/paratimes/000000000000000000000000000000000000000000000000a6d1e3ebf60dff6c)"",""[Docs](https://docs.oasis.io/build/sapphire/network/)""]",sapphire-testnet,,,,,,,,,,,
