slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
api3-scroll,,!offer:api3,"[""[Website](https://market.api3.org/scroll)""]",mainnet,,,,,,,,,,,,
chainlink-scroll,,!offer:chainlink,"[""[Website](https://docs.chain.link/ccip/directory/mainnet/chain/ethereum-mainnet-scroll-1)""]",mainnet,,,,,,,,,,,,
chronicle-scroll,,!offer:chronicle,"[""[WSTETH/USD](https://chroniclelabs.org/dashboard/oracle/WSTETH/USD#blockchain=SCR)""]",mainnet,,,,,,,,,,,,
pyth-scroll,,!offer:pyth,"[""[Docs](https://docs.pyth.network)""]",mainnet,,,,,,,,,,,,
redstone-scroll,,!offer:redstone,"[""[Docs](https://docs.redstone.finance)""]",mainnet,,,,,,,,,,,,
