slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
chainstack-scroll-faucet,,!offer:chainstack-faucet,"[""[Faucet](https://faucet.chainstack.com/scroll-sepolia-testnet-faucet)""]",sepolia,,,,,,,,,
getblock-scroll-faucet,,!offer:getblock-faucet,"[""[Faucet](https://getblock.io/faucet/scroll-sepolia/)""]",sepolia,,,,,,,,,
quicknode-scroll-faucet,,!offer:quicknode-faucet,"[""[Faucet](https://faucet.quicknode.com/scroll/sepolia)""]",sepolia,,,,,,,,,
