slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
fearless,,!offer:fearless,,,,,,,,,,,,,,,,,,,
novawallet,,!offer:novawallet,,,,,,,,,,,,,,,,,,,
polkawallet,,!offer:polkawallet,,,,,,,,,,,,,,,,,,,
subwallet,,!offer:subwallet,,,,,,,,,,,,,,,,,,,
talisman,,!offer:talisman,,,,,,,,,,,,,,,,,,,
