slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
initia-js,,!offer:initia-js,,,,,,,,,,,,,,,
initiad-cli,,!offer:initiad-cli,,,,,,,,,,,,,,,
interwovenkit,,!offer:interwovenkit,,,,,,,,,,,,,,,
minitiad-cli,,!offer:minitiad-cli,,,,,,,,,,,,,,,
weave-cli,,!offer:weave-cli,,,,,,,,,,,,,,,
