slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
initiascan-mainnet,,!offer:initiascan,"[""[Explore](https://scan.initia.xyz)""]",mainnet,,,,,,,,,,,
initiascan-testnet,,!offer:initiascan,"[""[Explore](https://scan.testnet.initia.xyz)""]",testnet,,,,,,,,,,,
