slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
dcent,,!offer:dcent,"[""[Guide](https://docs.klaytn.foundation/docs/build/tools/wallets/)""]",,,,,,,,,,,,,,,,,,
metamask,,!offer:metamask,"[""[Guide](https://docs.kaia.io/build/tutorials/connecting-metamask/)""]",,,,,,,,,,,,,,,,,,
rabby,,!offer:rabby,"[""[Guide](https://docs.klaytn.foundation/docs/build/tools/wallets/)""]",,,,,,,,,,,,,,,,,,
safe-gnosis,,!offer:safe-gnosis,"[""[Guide](https://docs.klaytn.foundation/docs/build/tools/wallets/)""]",,,,,,,,,,,,,,,,,,
