slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
chainlink-mainnet,,!offer:chainlink,["[""Fantom Docs](https://docs.fantom.foundation/build-on-opera/oracles)""]",mainnet,decentralized,,,,,,,,,,,
api3-mainnet,,!offer:api3,["[""Fantom Docs](https://docs.fantom.foundation/build-on-opera/oracles)""]",mainnet,first-party-oracle,,,,,,,,,,,
supra-mainnet,,!offer:supra,["[""Networks](https://docs.supra.com/oracles/data-feeds/pull-oracle/networks)""]",mainnet,cross-chain-oracle,,,,,,,,,,,
dia-mainnet,,!offer:dia,["[""Fantom Guide](https://www.diadata.org/docs/nexus/how-to-guides/fetch-price-data/chain-specific-guide/fantom)""]",mainnet,oracle,,,,,,,,,,,
