slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag
getblock-mainnet-pro-full-archive,,!offer:getblock-pro-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/xrp-ledger/tx-xrpl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/xrp-ledger/tx-xrpl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-starter-full-archive,,!offer:getblock-starter-full-archive,"[""[Docs](https://docs.getblock.io/api-reference/xrp-ledger/tx-xrpl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Docs](https://docs.getblock.io/api-reference/xrp-ledger/tx-xrpl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Docs](https://nownodes.gitbook.io/xrp-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Docs](https://nownodes.gitbook.io/xrp-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Docs](https://nownodes.gitbook.io/xrp-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Docs](https://nownodes.gitbook.io/xrp-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Docs](https://nownodes.gitbook.io/xrp-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,,!offer:quicknode-build-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,,!offer:quicknode-build-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,,!offer:quicknode-business-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,,!offer:quicknode-business-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,,!offer:quicknode-scale-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,,!offer:quicknode-scale-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-full-archive,,!offer:quicknode-build-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-recent-state,,!offer:quicknode-build-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-full-archive,,!offer:quicknode-business-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-recent-state,,!offer:quicknode-business-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-full-archive,,!offer:quicknode-scale-full-archive,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-recent-state,,!offer:quicknode-scale-recent-state,"[""[Docs](https://www.quicknode.com/docs/xrpl/api-overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Docs](https://docs.tatum.io/reference/rpc-xrp)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
