slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
ledger,,!offer:ledger,"[""[Docs](https://docs.peaq.xyz/build/basic-operations/wallets/ledger.md)""]",,,,,,,,,,,,,,,,,,
safe-gnosis,,!offer:safe-gnosis,"[""[Docs](https://docs.peaq.xyz/build/basic-operations/wallets/safe.md)""]",,,,,,,,,,,,,,,,,,
